review_id,document_id,project_name,vote_year,action_code,sample_group,field,human_value,model_value,agreement,model_confidence,evidence_pdf_pages,evidence_quotes,evidence_explanations,model_summary,response_id,response_model,input_tokens,output_tokens,total_tokens,request_sha256
J045,180f2f3d15c99c5ab311,200 Park Ave,1976,ZS,jacob_only,specific_project,1,1,1,high,1,reinstatement of a special permit for the operation of the Pan Am Heliport,The application concerns a specific existing heliport at 200 Park Avenue.,"The application sought to reopen the Pan Am Building rooftop heliport. Organized tenant and civic groups opposed it over safety, noise, terrorism risk, and its Midtown location, while Community Board 4 requested an EIS and opponents proposed an East River waterfront alternative; Boards 5 and 6 approved. Responses included a five-flights-per-hour limit, operational monitoring and annual CPC review, and the applicant's commitment to work with Community Boards regarding flight paths, hours, and sightseeing-flight restrictions. CPC approved the special permit without adopting the waterfront alternative or requiring the requested EIS.",resp_088467b584ccf2ce006a84c2fb305c87d1802a5f1829e9a841,gpt-5.6-sol,6705,2708,9413,477575ceaf3051a5bbdfc981e12c842eaf91f3a3bfb4d471e89bfc523189ae60
J045,180f2f3d15c99c5ab311,200 Park Ave,1976,ZS,jacob_only,zone_change,none,none,1,high,1,SPECIAL PERMIT pursuant to Section 74-66,The action is a special permit and does not include a zoning map or text change.,"The application sought to reopen the Pan Am Building rooftop heliport. Organized tenant and civic groups opposed it over safety, noise, terrorism risk, and its Midtown location, while Community Board 4 requested an EIS and opponents proposed an East River waterfront alternative; Boards 5 and 6 approved. Responses included a five-flights-per-hour limit, operational monitoring and annual CPC review, and the applicant's commitment to work with Community Boards regarding flight paths, hours, and sightseeing-flight restrictions. CPC approved the special permit without adopting the waterfront alternative or requiring the requested EIS.",resp_088467b584ccf2ce006a84c2fb305c87d1802a5f1829e9a841,gpt-5.6-sol,6705,2708,9413,477575ceaf3051a5bbdfc981e12c842eaf91f3a3bfb4d471e89bfc523189ae60
J045,180f2f3d15c99c5ab311,200 Park Ave,1976,ZS,jacob_only,dev_direction,none,none,1,high,1,wishes to reopen the heliport,The application renews an operating permission rather than enabling substantial physical development.,"The application sought to reopen the Pan Am Building rooftop heliport. Organized tenant and civic groups opposed it over safety, noise, terrorism risk, and its Midtown location, while Community Board 4 requested an EIS and opponents proposed an East River waterfront alternative; Boards 5 and 6 approved. Responses included a five-flights-per-hour limit, operational monitoring and annual CPC review, and the applicant's commitment to work with Community Boards regarding flight paths, hours, and sightseeing-flight restrictions. CPC approved the special permit without adopting the waterfront alternative or requiring the requested EIS.",resp_088467b584ccf2ce006a84c2fb305c87d1802a5f1829e9a841,gpt-5.6-sol,6705,2708,9413,477575ceaf3051a5bbdfc981e12c842eaf91f3a3bfb4d471e89bfc523189ae60
J045,180f2f3d15c99c5ab311,200 Park Ave,1976,ZS,jacob_only,substantial_local_opposition,1,1,1,high,3 | 4,"Appearances in opposition were made by a representative of the Tudor City Tenants Association, a representative of the Turtle Bay Association | constitute a danger to the safety of persons and property",Organized local associations opposed the proposal. | Opposition raised a material objection to the facility's core operation.,"The application sought to reopen the Pan Am Building rooftop heliport. Organized tenant and civic groups opposed it over safety, noise, terrorism risk, and its Midtown location, while Community Board 4 requested an EIS and opponents proposed an East River waterfront alternative; Boards 5 and 6 approved. Responses included a five-flights-per-hour limit, operational monitoring and annual CPC review, and the applicant's commitment to work with Community Boards regarding flight paths, hours, and sightseeing-flight restrictions. CPC approved the special permit without adopting the waterfront alternative or requiring the requested EIS.",resp_088467b584ccf2ce006a84c2fb305c87d1802a5f1829e9a841,gpt-5.6-sol,6705,2708,9413,477575ceaf3051a5bbdfc981e12c842eaf91f3a3bfb4d471e89bfc523189ae60
J045,180f2f3d15c99c5ab311,200 Park Ave,1976,ZS,jacob_only,local_request_condition,1,1,1,high,4 | 8,the East River waterfront be considered as an alternative location | Community Planning Board No. 4 ... has requested Environmental Impact Statements,Opponents requested a substantive alternative location. | Community Board 4 requested additional environmental review.,"The application sought to reopen the Pan Am Building rooftop heliport. Organized tenant and civic groups opposed it over safety, noise, terrorism risk, and its Midtown location, while Community Board 4 requested an EIS and opponents proposed an East River waterfront alternative; Boards 5 and 6 approved. Responses included a five-flights-per-hour limit, operational monitoring and annual CPC review, and the applicant's commitment to work with Community Boards regarding flight paths, hours, and sightseeing-flight restrictions. CPC approved the special permit without adopting the waterfront alternative or requiring the requested EIS.",resp_088467b584ccf2ce006a84c2fb305c87d1802a5f1829e9a841,gpt-5.6-sol,6705,2708,9413,477575ceaf3051a5bbdfc981e12c842eaf91f3a3bfb4d471e89bfc523189ae60
J045,180f2f3d15c99c5ab311,200 Park Ave,1976,ZS,jacob_only,revision_or_concession,1,1,1,medium,7,flights limited to five per hour,The Environmental Protection Administration recommended a substantive operational limit.,"The application sought to reopen the Pan Am Building rooftop heliport. Organized tenant and civic groups opposed it over safety, noise, terrorism risk, and its Midtown location, while Community Board 4 requested an EIS and opponents proposed an East River waterfront alternative; Boards 5 and 6 approved. Responses included a five-flights-per-hour limit, operational monitoring and annual CPC review, and the applicant's commitment to work with Community Boards regarding flight paths, hours, and sightseeing-flight restrictions. CPC approved the special permit without adopting the waterfront alternative or requiring the requested EIS.",resp_088467b584ccf2ce006a84c2fb305c87d1802a5f1829e9a841,gpt-5.6-sol,6705,2708,9413,477575ceaf3051a5bbdfc981e12c842eaf91f3a3bfb4d471e89bfc523189ae60
J045,180f2f3d15c99c5ab311,200 Park Ave,1976,ZS,jacob_only,procedural_response,1,1,1,high,7,will monitor the actual operation and the City Planning Commission shall review their operational experiences yearly,The response includes monitoring and annual CPC review.,"The application sought to reopen the Pan Am Building rooftop heliport. Organized tenant and civic groups opposed it over safety, noise, terrorism risk, and its Midtown location, while Community Board 4 requested an EIS and opponents proposed an East River waterfront alternative; Boards 5 and 6 approved. Responses included a five-flights-per-hour limit, operational monitoring and annual CPC review, and the applicant's commitment to work with Community Boards regarding flight paths, hours, and sightseeing-flight restrictions. CPC approved the special permit without adopting the waterfront alternative or requiring the requested EIS.",resp_088467b584ccf2ce006a84c2fb305c87d1802a5f1829e9a841,gpt-5.6-sol,6705,2708,9413,477575ceaf3051a5bbdfc981e12c842eaf91f3a3bfb4d471e89bfc523189ae60
J045,180f2f3d15c99c5ab311,200 Park Ave,1976,ZS,jacob_only,explicit_local_response,1,1,1,high,9,agreed to work with Community Boards on a continuing basis,The applicant explicitly committed to continuing work with the affected boards over operating conditions.,"The application sought to reopen the Pan Am Building rooftop heliport. Organized tenant and civic groups opposed it over safety, noise, terrorism risk, and its Midtown location, while Community Board 4 requested an EIS and opponents proposed an East River waterfront alternative; Boards 5 and 6 approved. Responses included a five-flights-per-hour limit, operational monitoring and annual CPC review, and the applicant's commitment to work with Community Boards regarding flight paths, hours, and sightseeing-flight restrictions. CPC approved the special permit without adopting the waterfront alternative or requiring the requested EIS.",resp_088467b584ccf2ce006a84c2fb305c87d1802a5f1829e9a841,gpt-5.6-sol,6705,2708,9413,477575ceaf3051a5bbdfc981e12c842eaf91f3a3bfb4d471e89bfc523189ae60
J045,180f2f3d15c99c5ab311,200 Park Ave,1976,ZS,jacob_only,approved_unresolved_objection,1,1,1,medium,5 | 9,The question of a river front heliport as opposed to an inner city location ... has been raised again | the application warrants approval,CPC considered but did not adopt the requested waterfront alternative. | CPC approved despite the unadopted alternative-location objection and EIS request.,"The application sought to reopen the Pan Am Building rooftop heliport. Organized tenant and civic groups opposed it over safety, noise, terrorism risk, and its Midtown location, while Community Board 4 requested an EIS and opponents proposed an East River waterfront alternative; Boards 5 and 6 approved. Responses included a five-flights-per-hour limit, operational monitoring and annual CPC review, and the applicant's commitment to work with Community Boards regarding flight paths, hours, and sightseeing-flight restrictions. CPC approved the special permit without adopting the waterfront alternative or requiring the requested EIS.",resp_088467b584ccf2ce006a84c2fb305c87d1802a5f1829e9a841,gpt-5.6-sol,6705,2708,9413,477575ceaf3051a5bbdfc981e12c842eaf91f3a3bfb4d471e89bfc523189ae60
J045,180f2f3d15c99c5ab311,200 Park Ave,1976,ZS,jacob_only,cb_request_or_opposition,1,1,1,high,8,Community Planning Board No. 4 ... has requested Environmental Impact Statements,"Board 4 made a substantive environmental-review request, although Boards 5 and 6 approved.","The application sought to reopen the Pan Am Building rooftop heliport. Organized tenant and civic groups opposed it over safety, noise, terrorism risk, and its Midtown location, while Community Board 4 requested an EIS and opponents proposed an East River waterfront alternative; Boards 5 and 6 approved. Responses included a five-flights-per-hour limit, operational monitoring and annual CPC review, and the applicant's commitment to work with Community Boards regarding flight paths, hours, and sightseeing-flight restrictions. CPC approved the special permit without adopting the waterfront alternative or requiring the requested EIS.",resp_088467b584ccf2ce006a84c2fb305c87d1802a5f1829e9a841,gpt-5.6-sol,6705,2708,9413,477575ceaf3051a5bbdfc981e12c842eaf91f3a3bfb4d471e89bfc523189ae60
