review_id,document_id,project_name,vote_year,action_code,sample_group,field,human_value,model_value,agreement,model_confidence,evidence_pdf_pages,evidence_quotes,evidence_explanations,model_summary,response_id,response_model,input_tokens,output_tokens,total_tokens,request_sha256
J045,180f2f3d15c99c5ab311,200 Park Ave,1976,ZS,jacob_only,specific_project,1,1,1,high,1,reinstatement of a special permit for the operation of the Pan Am Heliport,The application concerns reopening a specific heliport at 200 Park Avenue.,"The application sought to reopen the Pan Am Building rooftop heliport. Tenant and neighborhood organizations opposed it based on safety, noise, terrorism concerns, and a proposed East River waterfront alternative; Community Board 4 requested an EIS, while Boards 5 and 6 approved. The action reduced the requested five-year term to three years, and New York Airways committed to continuing work with Community Boards on flight paths, operating hours, and sightseeing-flight restrictions, accompanied by agency monitoring and annual CPC review. CPC approved while not granting the requested EIS and rejecting the waterfront alternative as necessary.",resp_00daf47791dae45f006a8371cad94881968b6ac69f3ab16a4c,gpt-5.6-sol,6509,2163,8672,04d3ecb8e56440b3e369ae65fd985c99f73da2e425ae224f6d2ac1a5ebb62297
J045,180f2f3d15c99c5ab311,200 Park Ave,1976,ZS,jacob_only,dev_direction,none,upzone,0,high,1,The applicant wishes to reopen the heliport,The special permit enables renewed operation of a specific facility and therefore increases practical development/use capacity.,"The application sought to reopen the Pan Am Building rooftop heliport. Tenant and neighborhood organizations opposed it based on safety, noise, terrorism concerns, and a proposed East River waterfront alternative; Community Board 4 requested an EIS, while Boards 5 and 6 approved. The action reduced the requested five-year term to three years, and New York Airways committed to continuing work with Community Boards on flight paths, operating hours, and sightseeing-flight restrictions, accompanied by agency monitoring and annual CPC review. CPC approved while not granting the requested EIS and rejecting the waterfront alternative as necessary.",resp_00daf47791dae45f006a8371cad94881968b6ac69f3ab16a4c,gpt-5.6-sol,6509,2163,8672,04d3ecb8e56440b3e369ae65fd985c99f73da2e425ae224f6d2ac1a5ebb62297
J045,180f2f3d15c99c5ab311,200 Park Ave,1976,ZS,jacob_only,substantial_local_opposition,1,1,1,high,3 | 4,"Appearances in opposition were made by a representative of the Tudor City Tenants Association, a representative of the Turtle Bay Association | the East River waterfront be considered as an alternative location","Organized neighborhood and tenant groups opposed the proposal. | Opponents sought relocation of the core proposed use, a material objection.","The application sought to reopen the Pan Am Building rooftop heliport. Tenant and neighborhood organizations opposed it based on safety, noise, terrorism concerns, and a proposed East River waterfront alternative; Community Board 4 requested an EIS, while Boards 5 and 6 approved. The action reduced the requested five-year term to three years, and New York Airways committed to continuing work with Community Boards on flight paths, operating hours, and sightseeing-flight restrictions, accompanied by agency monitoring and annual CPC review. CPC approved while not granting the requested EIS and rejecting the waterfront alternative as necessary.",resp_00daf47791dae45f006a8371cad94881968b6ac69f3ab16a4c,gpt-5.6-sol,6509,2163,8672,04d3ecb8e56440b3e369ae65fd985c99f73da2e425ae224f6d2ac1a5ebb62297
J045,180f2f3d15c99c5ab311,200 Park Ave,1976,ZS,jacob_only,local_request_condition,1,1,1,high,8,Community Planning Board No. 4 which has flight paths over its district has requested Environmental Impact Statements,Community Board 4 substantively requested environmental review.,"The application sought to reopen the Pan Am Building rooftop heliport. Tenant and neighborhood organizations opposed it based on safety, noise, terrorism concerns, and a proposed East River waterfront alternative; Community Board 4 requested an EIS, while Boards 5 and 6 approved. The action reduced the requested five-year term to three years, and New York Airways committed to continuing work with Community Boards on flight paths, operating hours, and sightseeing-flight restrictions, accompanied by agency monitoring and annual CPC review. CPC approved while not granting the requested EIS and rejecting the waterfront alternative as necessary.",resp_00daf47791dae45f006a8371cad94881968b6ac69f3ab16a4c,gpt-5.6-sol,6509,2163,8672,04d3ecb8e56440b3e369ae65fd985c99f73da2e425ae224f6d2ac1a5ebb62297
J045,180f2f3d15c99c5ab311,200 Park Ave,1976,ZS,jacob_only,revision_or_concession,1,1,1,high,1 | 9,for the term of three years | New York Airways has agreed to work with Community Boards on a continuing basis,"The reported action was for three years, rather than the applicant's requested five-year term. | The operator made a substantive commitment concerning operational conditions.","The application sought to reopen the Pan Am Building rooftop heliport. Tenant and neighborhood organizations opposed it based on safety, noise, terrorism concerns, and a proposed East River waterfront alternative; Community Board 4 requested an EIS, while Boards 5 and 6 approved. The action reduced the requested five-year term to three years, and New York Airways committed to continuing work with Community Boards on flight paths, operating hours, and sightseeing-flight restrictions, accompanied by agency monitoring and annual CPC review. CPC approved while not granting the requested EIS and rejecting the waterfront alternative as necessary.",resp_00daf47791dae45f006a8371cad94881968b6ac69f3ab16a4c,gpt-5.6-sol,6509,2163,8672,04d3ecb8e56440b3e369ae65fd985c99f73da2e425ae224f6d2ac1a5ebb62297
J045,180f2f3d15c99c5ab311,200 Park Ave,1976,ZS,jacob_only,procedural_response,1,1,1,high,7,will monitor the actual operation and the City Planning Commission shall review their operational experiences yearly,The response includes monitoring and annual review.,"The application sought to reopen the Pan Am Building rooftop heliport. Tenant and neighborhood organizations opposed it based on safety, noise, terrorism concerns, and a proposed East River waterfront alternative; Community Board 4 requested an EIS, while Boards 5 and 6 approved. The action reduced the requested five-year term to three years, and New York Airways committed to continuing work with Community Boards on flight paths, operating hours, and sightseeing-flight restrictions, accompanied by agency monitoring and annual CPC review. CPC approved while not granting the requested EIS and rejecting the waterfront alternative as necessary.",resp_00daf47791dae45f006a8371cad94881968b6ac69f3ab16a4c,gpt-5.6-sol,6509,2163,8672,04d3ecb8e56440b3e369ae65fd985c99f73da2e425ae224f6d2ac1a5ebb62297
J045,180f2f3d15c99c5ab311,200 Park Ave,1976,ZS,jacob_only,explicit_local_response,1,1,1,high,9,agreed to work with Community Boards on a continuing basis to reveiw conditions governing flight paths and hours of operation and restriction of sightseeing flights,The report expressly links the operator's continuing operational review commitment to Community Boards.,"The application sought to reopen the Pan Am Building rooftop heliport. Tenant and neighborhood organizations opposed it based on safety, noise, terrorism concerns, and a proposed East River waterfront alternative; Community Board 4 requested an EIS, while Boards 5 and 6 approved. The action reduced the requested five-year term to three years, and New York Airways committed to continuing work with Community Boards on flight paths, operating hours, and sightseeing-flight restrictions, accompanied by agency monitoring and annual CPC review. CPC approved while not granting the requested EIS and rejecting the waterfront alternative as necessary.",resp_00daf47791dae45f006a8371cad94881968b6ac69f3ab16a4c,gpt-5.6-sol,6509,2163,8672,04d3ecb8e56440b3e369ae65fd985c99f73da2e425ae224f6d2ac1a5ebb62297
J045,180f2f3d15c99c5ab311,200 Park Ave,1976,ZS,jacob_only,approved_unresolved_objection,1,1,1,high,8 | 9,Community Planning Board No. 4 ... has requested Environmental Impact Statements | the application warrants approval subject to the conditions stated,"The EIS request was a specific local objection or condition. | CPC approved despite the report not granting Community Board 4's requested EIS, instead noting the law's future effective date and the FAA negative declaration.","The application sought to reopen the Pan Am Building rooftop heliport. Tenant and neighborhood organizations opposed it based on safety, noise, terrorism concerns, and a proposed East River waterfront alternative; Community Board 4 requested an EIS, while Boards 5 and 6 approved. The action reduced the requested five-year term to three years, and New York Airways committed to continuing work with Community Boards on flight paths, operating hours, and sightseeing-flight restrictions, accompanied by agency monitoring and annual CPC review. CPC approved while not granting the requested EIS and rejecting the waterfront alternative as necessary.",resp_00daf47791dae45f006a8371cad94881968b6ac69f3ab16a4c,gpt-5.6-sol,6509,2163,8672,04d3ecb8e56440b3e369ae65fd985c99f73da2e425ae224f6d2ac1a5ebb62297
J045,180f2f3d15c99c5ab311,200 Park Ave,1976,ZS,jacob_only,cb_request_or_opposition,1,1,1,high,8,Also it has asked the FAA to prepare an EIS,Community Board 4 requested a substantive environmental-review condition.,"The application sought to reopen the Pan Am Building rooftop heliport. Tenant and neighborhood organizations opposed it based on safety, noise, terrorism concerns, and a proposed East River waterfront alternative; Community Board 4 requested an EIS, while Boards 5 and 6 approved. The action reduced the requested five-year term to three years, and New York Airways committed to continuing work with Community Boards on flight paths, operating hours, and sightseeing-flight restrictions, accompanied by agency monitoring and annual CPC review. CPC approved while not granting the requested EIS and rejecting the waterfront alternative as necessary.",resp_00daf47791dae45f006a8371cad94881968b6ac69f3ab16a4c,gpt-5.6-sol,6509,2163,8672,04d3ecb8e56440b3e369ae65fd985c99f73da2e425ae224f6d2ac1a5ebb62297
J045,180f2f3d15c99c5ab311,200 Park Ave,1976,ZS,jacob_only,bp_request_or_opposition,0,0,1,high,,,,"The application sought to reopen the Pan Am Building rooftop heliport. Tenant and neighborhood organizations opposed it based on safety, noise, terrorism concerns, and a proposed East River waterfront alternative; Community Board 4 requested an EIS, while Boards 5 and 6 approved. The action reduced the requested five-year term to three years, and New York Airways committed to continuing work with Community Boards on flight paths, operating hours, and sightseeing-flight restrictions, accompanied by agency monitoring and annual CPC review. CPC approved while not granting the requested EIS and rejecting the waterfront alternative as necessary.",resp_00daf47791dae45f006a8371cad94881968b6ac69f3ab16a4c,gpt-5.6-sol,6509,2163,8672,04d3ecb8e56440b3e369ae65fd985c99f73da2e425ae224f6d2ac1a5ebb62297
